,POOL.OQ,CHRW.OQ,AJG.N,CNP.N,AMCR.N,WM.N,BA.N,FOX.OQ,WY.N,MCD.N,HD.N,SPG.N,HBAN.OQ,QRVO.OQ,LVS.N,CTRA.N,ON.OQ,AIG.N,AIZ.N,CARR.N,EVRG.OQ,SMCI.OQ,COST.OQ,MCO.N,DIS.N,LULU.OQ,PAYX.OQ,AMD.OQ,REG.OQ,DHI.N,TRV.N,MOS.N,BWA.N,WDC.OQ,VTR.N,IVZ.N,ZBRA.OQ,AMAT.OQ,STX.OQ,FDS.N,KVUE.N,SYK.N,DELL.N,VRSN.OQ,TECH.OQ,NVR.N,JBL.N,LOW.N,BSX.N,SYY.N,FCX.N,MAS.N,BEN.N,META.OQ,PAYC.N,EXPE.OQ,AMTM.N,RJF.N,CL.N,VICI.N,CE.N,UNH.N,ARE.N,GEN.OQ,LLY.N,DAY.N,GRMN.N,PODD.OQ,ISRG.OQ,AVB.N,TPR.N,CBRE.N,CINF.OQ,WMB.N,EA.OQ,TMUS.OQ,CB.N,TXN.OQ,MDLZ.OQ,BRO.N,BALL.N,PFG.OQ,KEYS.N,PCG.N,RL.N,JPM.N,TTWO.OQ,CDW.OQ,RMD.N,LNT.OQ,COO.OQ,CMG.N,PCAR.OQ,GNRC.N,CHTR.OQ,PWR.N,CCL.N,PM.N,SNA.N,UAL.OQ,ESS.N,KHC.OQ,BLDR.N,JBHT.OQ,CMI.N,PNR.N,CRL.N,DPZ.N,DECK.N,HPQ.N,ROP.OQ,LW.N,TGT.N,NTAP.OQ,OXY.N,IR.N,TER.OQ,WAB.N,NOW.N,EXC.OQ,BR.N,EMN.N,AZO.N,TEL.N,FRT.N,DUK.N,KMI.N,DVN.N,RCL.N,VTRS.OQ,CAH.N,MKC.N,IEX.N,VLO.N,EXPD.N,LH.N,SW.N,DRI.N,MAA.N,JNJ.N,COR.N,SHW.N,GD.N,SBAC.OQ,MPWR.OQ,COP.N,ORCL.N,AMP.N,NXPI.OQ,CPRT.OQ,TXT.N,T.N,MTCH.OQ,NDAQ.OQ,FFIV.OQ,LEN.N,CDNS.OQ,NVDA.OQ,WELL.N,PLD.N,ROST.OQ,MRK.N,WEC.N,MSCI.N,TMO.N,F.N,GEHC.OQ,LYB.N,IBM.N,IQV.N,VRTX.OQ,DXCM.OQ,PEP.OQ,AOS.N,BLK.N,HII.N,CVS.N,PH.N,NSC.N,MSFT.OQ,HWM.N,BAX.N,HUM.N,AXON.OQ,ZBH.N,TDY.N,GILD.OQ,EPAM.N,NOC.N,PNW.N,BFb.N,DE.N,HSY.N,GL.N,SLB.N,AWK.N,PKG.N,CPAY.N,ADI.OQ,MMC.N,IT.N,ECL.N,BXP.N,GE.N,ED.N,ALLE.N,OTIS.N,WFC.N,CTVA.N,FTV.N,AEE.N,PRU.N,DLTR.OQ,CF.N,NEE.N,FMC.N,KLAC.OQ,AME.N,NUE.N,D.N,SJM.N,EMR.N,DVA.N,CMS.N,HPE.N,BDX.N,MGM.N,HUBB.N,ALGN.OQ,SRE.N,REGN.OQ,EFX.N,USB.N,CSGP.OQ,HCA.N,AVGO.OQ,DHR.N,NWSA.OQ,ERIE.OQ,RTX.N,AAPL.OQ,CME.OQ,ADM.N,APD.N,FANG.OQ,WRB.N,AXP.N,CLX.N,DOV.N,FSLR.OQ,MTB.N,FDX.N,TROW.OQ,JKHY.OQ,O.N,MLM.N,RVTY.N,L.N,QCOM.OQ,IPG.N,PHM.N,ANSS.OQ,ULTA.OQ,KO.N,CSCO.OQ,WTW.OQ,ANET.N,ES.N,CTAS.OQ,GPN.N,RSG.N,LIN.OQ,MCK.N,HLT.N,NFLX.OQ,FI.N,RF.N,WMT.N,AMGN.OQ,KIM.N,DG.N,EQR.N,URI.N,TDG.N,CNC.N,NKE.N,AES.N,ELV.N,GWW.N,K.N,GOOGL.OQ,GM.N,CCI.N,COF.N,C.N,ODFL.OQ,A.N,MOH.N,GS.N,MET.N,WYNN.OQ,PSA.N,CPT.N,GDDY.N,MRNA.OQ,BK.N,FAST.OQ,LDOS.N,ORLY.OQ,CSX.OQ,CFG.N,NI.N,MO.N,DD.N,AEP.OQ,HOLX.OQ,BX.N,BBY.N,LHX.N,APA.OQ,IFF.N,CEG.OQ,STT.N,JCI.N,FE.N,PNC.N,VZ.N,NEM.N,ROL.N,KEY.N,GIS.N,CMCSA.OQ,VLTO.N,PFE.N,EIX.N,NWS.OQ,MU.OQ,UPS.N,SOLV.N,TYL.N,UNP.N,BAC.N,KMX.N,PARA.OQ,IP.N,MDT.N,MMM.N,CZR.OQ,UBER.N,INTU.OQ,OKE.N,ADP.OQ,EQIX.OQ,CHD.N,MTD.N,KDP.OQ,EBAY.OQ,PEG.N,BIIB.OQ,CTSH.OQ,ALB.N,TRGP.N,NCLH.N,PLTR.OQ,UDR.N,DGX.N,CBOE.Z,HIG.N,ACGL.OQ,NDSN.OQ,VRSK.OQ,GEV.N,AMT.N,PYPL.OQ,CAG.N,UHS.N,TFX.N,SYF.N,WAT.N,INCY.OQ,LRCX.OQ,IDXX.OQ,PPG.N,LKQ.OQ,BG.N,HES.N,EOG.N,MAR.OQ,TJX.N,MNST.OQ,VMC.N,EW.N,ALL.N,BMY.N,VST.N,APH.N,HON.OQ,GPC.N,MHK.N,MCHP.OQ,CAT.N,PG.N,ZTS.N,STE.N,TPL.N,BKR.OQ,AFL.N,PTC.OQ,FITB.OQ,MSI.N,XEL.OQ,HSIC.OQ,ITW.N,WST.N,DFS.N,APTV.N,MPC.N,PGR.N,ICE.N,KMB.N,SWKS.OQ,ABNB.OQ,EL.N,TSLA.OQ,EXR.N,SPGI.N,KKR.N,ADBE.OQ,ADSK.OQ,FOXA.OQ,TT.N,TSN.N,AKAM.OQ,LUV.N,INVH.N,TSCO.OQ,AON.N,AMZN.OQ,MS.N,BRKb.N,GOOG.OQ,KR.N,BKNG.OQ,STZ.N,WBD.OQ,ABBV.N,STLD.OQ,MA.N,XOM.N,SWK.N,FICO.N,HRL.N,INTC.OQ,TRMB.OQ,WBA.OQ,OMC.N,GLW.N,CRM.N,SBUX.OQ,ATO.N,ETR.N,HAL.N,TFC.N,TAP.N,ABT.N,V.N,YUM.N,LYV.N,CPB.OQ,JNPR.N,EG.N,FTNT.OQ,DTE.N,HST.OQ,IRM.N,DOC.N,FIS.N,DAL.N,ROK.N,DOW.N,PPL.N,NTRS.OQ,ETN.N,CVX.N,CI.N,ACN.N,CRWD.OQ,PANW.OQ,XYL.N,HAS.OQ,ENPH.OQ,SO.N,CTLT.N,EQT.N,NRG.N,MKTX.OQ,LMT.N,DLR.N,PSX.N,SCHW.N,SNPS.OQ,J.N,AVY.N
18/12/2023,389.81,84.41,227.56,28.81,9.68,177.63,260.41,27.63,33.40778155,290.23,350.81,143.62,12.69,111.91,47.73,25.53,83.76,66.46,165.64,56.76,51.46,32.219,666.0926286,390.99,92.86,501.63,127.74,138.9,66.74,148.6,183.41,37,34.73,50.52,49.21,17.34,266.68,160.36,83.97,458.48,21.01,291.47,73.37,206.25,76.02,6840,130.21,224.06,55.51,72.86,41.35,67.95,29.22,344.62,203.62,148.47,NULL,111.4,78.06,31.23,150.44,526.55,129.09,23.18,579.76,68.64,126.46,209.63,328.42,189.84,35.85,91.48,101.94,34.7,138.09,156.26,220.31,167.42,71.06,71.03,57.46,77.79,158.75,17.32,143.59,166.23,158.57,223.69,169.91,50.86,91.42,45.9406,95.75,128.59,383.89,215,18.36,94.88,287.3,42.33,246.16,36.71,160.12,198.46,242.35,70.16,228.09,403.04,117.7869022,30.26,542.97,107.25,137.72,89.7,58.97,74.82,105.28,122.67,703.72,34.45,196.71,87.83,2637.36,140.98,104.36,97.17,17.57,45.24,121.1,10.1,101.12,67.71,211.93,131.92,126.52,219.93,NULL,167.17,135.43,155.44,200.07,308.37,252.87,246.53,634.33,114.9,105,376.12,229.33,48.73,79.6,16.46,34.02,55.38,179.73,147.28,273.5,50.077,90.14,132.68,135.04,106.04,82.38,532.86,518.62,11.75903117,75.06,95.5,162.74,225.97,404.65,123.35,168.91,79.39,796.44,255.02,74.88,453.49,232.19,372.65,53.19,38.33,460.03,255.69,118.8,425.97,79.5,300.35,465.42,72.56,58.18,382.76,182.26,123.1,52.28,130.87,164.21,277.95,196.59,189.76,449.68,196.75,70.3,98.60673284,90,117.95,89.49,49.66,47.18,72.18,71.14,103.17,130.4,77.2,61,58.89,576.73,163.25,174.22,48.18,123.91,96.05,106.93,58.1,16.79,237.72,43.54,325.11,261.69,74.8,850.87,249.25,44.05,88.245,267.18,114.7,226.45,23.35,329.59,80.69,195.89,206.0283052,72.34,271.2,155.63,46.26602511,182.76,142.78,151.8,165.94,137.13,281.92,106.77,166.28,56.51,490.39,101.32,68.5,141.65,32.7,102,297.45,488.48,59.02,50.24,238.72,59.7025,61.98,140.165,127.38,163.57,409.1,447.54,178.49,486.12,134.49,19.13,51.65661501,275.48,21.9,126.08,61.58,568.23,937.5733236,74.79,121.14,19.02,469.37,833.16,53.93,135.8,35.44,112.42,129.98,49.66,196.54,137.53,366.24,376.4,65.22,89.28,289,99.44,106.6,85.42,51.43,64.63,107.89,960.13,34.33,32.96,26.39,42.2,73.59,81.73,71.01,125.96,77.32,209.8,35.64,79.06,119.36,77.19,53.52,36.82,151.41,37.67,41.09,42.64,14.11,66.34,44.7,80.84,27.06,69.76,24.45,81.56,161.57,NULL,418.47,241.1,33.43,75.39,15.51,36.84,83.06,88.51526025,47.27,61.73,618.43,68.25,234.85,805.74,92.93,1185.03,32.4,42.52,61.7,250.33,75.9,145.91,85.98,20.32,17.84,37.81,135.82,174.99,80.46,70.98461035,254.78,237.33,NULL,210.69,61.47,29.49,149.95,253.24,37.55,322.28,60.62,76.992,539.98,148.75,47.11,103.73,145.73,121.62,222.12,89.82,55.3,222.7,74.88,138.75,51.34,37.76,49.28,205.1,139.61,103.07,91.31,285.71,146.17,196.72,215.54,526.8485808,34.07,81.29,171.84,35.05,314.96,62.35,73.75,257.66,356.21,106.85,87.3,151.81,156,123.56,120.59,111.27,147.5,142.88,252.08,151.61,436.41,84.47,599.13,239.14,29.65,240.1,51.71,119.94,28.97,34.27,215.75,314.05,154.07,90.76,359.65,137.19,45.53,3470.53,238.89,11.97,153.42,122.13,424.43,101.65,97.28,1148.77,31.61,45.69,51.65,24.98,86.32,30.1,263.59,96.56,114.28,50.765,36.21,36.34,61.93,108.06,258.37,130.47,93.27,43.76,29.3,363.8,56.11,109.82,19.01139625,68.32,19.49,60.04,41.18,305.3,54.25,26.82,85.59,237.13,149.68,292.07,341.85,259.8,153.79,110.71,51.97,124.03,71.42,41.89,38.91,49.29,281.95,446.91,132.32,131.3,69.31,559.69,105.5294569,198.95
19/12/2023,391.53,85.06,224.59,28.97,9.74,176.78,263.51,27.9,34.30396645,290.73,352.07,145.16,12.78,111.49,49.26,25.66,84.74,67.44,167.4,56.99,51.85,31.594,662.6704511,390.53,93.93,506.86,128.79,140.15,66.38,150.24,186.18,38.15,35.36,50.94,49.77,17.6,269.42,162.33,83.9,448.65,21.47,291.98,73.53,205.14,77.42,6936.65,131.23,225.42,55.82,73.3,42.18,68.1,29.72,350.36,207.98,151.52,NULL,113.67,78.13,31.8,151.98,524.04,129.54,23.29,579.81,67.63,127.04,214.61,335.72,189.6,36.9,90.41,102.33,35.07,138.55,155.87,221.81,168.5,71.05,70.93,57.39,79.48,159.2,17.62,146.41,168.45,159.4,223.95,173.58,51.24,91.35,46.5406,96.76,132.04,386.36,217.71,18.71,95.27,288.55,42.42,245.84,36.49,164.68,198.86,244.52,71.28,235.65,406.55,119.1552383,30.28,541.56,105.92,139.58,90.63,60.3,76.33,105.88,125.87,707.71,35.41,197.02,88.82,2649.32,141.12,104.4,96.81,17.64,45.68,123.88,10.39,101.15,68.21,213.44,133.6,126.49,224.05,NULL,165.46,134.77,156.46,201.88,307.21,253.89,248.78,635.26,116.49,106.25,381.62,229.38,48.56,80.01,16.61,34.68,55.76,178.94,148.65,274.33,49.604,90.29,133.75,135.87,106.49,83.26,542.53,528.14,11.84774138,75.69,96.94,161.56,228.86,403.14,123.29,167.95,80.9,801.38,257.01,76.26,460.26,233.62,373.26,53.65,38.69,463.58,255.92,119.97,428.82,79.49,295.4,464.16,72.68,59.09,393.94,182.55,123.5,52.98,132.62,164.43,278.6,197.83,187.76,450.48,196.84,71.4,100.4410541,90.31,119.52,89.82,50.09,47.86,72.79,72.35,104.34,133.6,78.31,61.57,60.98,578.11,163.39,177.86,48.01,124.32,95.74,106.43,58.04,16.83,240.62,45.02,323.69,268.31,75,848.39,246.44,44.21,88.02,269.18,113.958,229.14,23.74,328.21,82.62,196.94,207.7452891,73.94,272.52,157.15,45.89312304,185.75,142.52,153.3,172.66,139.36,280,108.22,165.25,57.12,492.85,104.73,68.9,143.23,32.98,102.94,298.44,489.43,58.83,50.18,238.47,59.175,61.6,140.0725,128.42,162.8,412.09,448.03,179.74,495.02,134.18,19.36,51.84328149,278.44,22.1,130.02,61.48,574.2,945.6240901,74.53,122.64,19.36,465.78,830.19,53.64,136.65,35.87,113.99,131.52,50.93,200.535,139.79,359.25,382.45,66.4,91.72,294.86,98.47,107.41,89.09,51.71,64.69,107.71,964.26,34.58,33.55,26.54,42.44,74.12,82.13,71.15,128.29,77.44,210.12,36.01,79.99,120.81,77.68,54.12,36.92,154.6,37.57,41.77,42.52,14.36,66.71,44.7,83.44,28.16,70.01,24.85,82.17,161.62,NULL,414.59,242.65,33.51,76.64,15.82,36.86,82.07,88.83296875,49.16,62.12,621.46,69.14,233.7,809.49,92.72,1201.77,32.54,43.67,62.17,251.69,75.43,148.93,86.27,20.69,17.95,37.62,136.45,176.99,81.04,71.15577217,255.72,234.455,NULL,211,63.01,29.4,150.89,253.83,38.23,328.97,61.9,78.101,545.7,149.51,47.75,105.27,147.08,122.53,221.39,91.28,55.58,224.69,75.31,138.25,52.11,37.72,49.275,204.6,138.95,104.48,91.39,292.96,146.17,198.08,219.05,535.0684143,34.07,82.1,171.98,35.12,312.97,62.12,74.12,258.59,358.31,108.96,88.84,153.77,157.68,123.77,120.77,111.61,146.91,149.02,257.22,153.59,436.66,84.69,604.64,238.16,29.95,241.79,51.77,120.18,29.52,34.57,216.14,313.01,153.79,91.92,361.8,138.1,45.07,3515.29,241.09,12.36,153.6,123.32,425.47,102.99,97.1,1152.51,31.73,46.66,52.44,26.03,86.68,30.38,264.34,97.72,115.15,50.775,36.82,36.72,62.33,108.42,259.99,130.24,94.91,43.68,29.42,364.99,57.76,110.79,18.99164415,68.73,19.82,59.92,41.15,310.48,54.92,26.88,85.86,238.15,151.64,294.32,341.51,258.33,154.305,111.58,51.38,135.32,71.26,44.64,38.84,50.04,281.9,447.79,134.54,133.8,69.74,558.65,107.4915917,200.48
20/12/2023,390.63,85.24,220.11,28.3,9.62,175.76,260.25,27.46,33.9554501,288.99,348.66,144.11,12.47,108.55,47.55,25.23,81.17,66.62,164.07,56,51.05,30.208,646.302665,382.45,91.27,505.15,127.86,135.47,65.54,149.39,183.84,35.98,34.91,49.41,48.41,17.08,261.61,156.92,81.85,452.32,20.95,288.31,72.42,204.28,75.86,6847.14,128.59,222.01,54.98,73.25,41.34,67.04,29.22,349.28,204.03,148.46,NULL,112.1,77.35,31.12,151.18,515.93,126.48,22.79,570.21,66.58,126.05,207.97,325.43,186.2,36.57,89.74,100.98,34.67,136.59,154.54,218.81,165.18,69.33,69.67,55.7,78.36,156.66,17.36,145.55,166.55,157.96,222.41,173.97,50.25,90.085,46.2774,95.9,127.1,381.22,212.9,18.07,91.99,284.14,41.18,240.43,35.75,161.44,197.58,240.53,70.58,231.62,403.25,116.7985669,29.79,534.94,103.41,136.9,88.93,60.17,74.87,103.61,124.91,693.8,34.81,196.36,88,2607.34,138.51,103.24,95.68,17.5,45.24,120.81,10.45,99.12,66.94,212.16,132.54,125.43,220.19,NULL,162.14,132.13,153.27,199.79,304.21,249.56,246.3,611.03,116.69,104.15,372.78,222.9,47.91,79.28,16.4,34.18,55.15,176.87,146.79,270.79,48.111,88.53,130.47,134.61,105.36,81.79,540.18,519.43,11.6308942,75.44,95.85,160.05,225,400.25,116.64,165.69,80.23,789.23,252.43,77.24,449.42,229.78,370.62,52.72,38.6,451.89,252.77,120,421.98,78.59,290.6,457.16,70.73,57,387.26,179.52,121.14,52.55,130.8,162.54,275.16,192.19,185.39,442.59,194.85,70.73,98.39139947,89.35,120.54,88.27,49.34,46.59,71.6,72.04,102.51,134.41,77.77,59.84,59.73,563.3,161.82,175.69,47.18,122.33,94.66,103.87,57.1,16.74,239.82,43.49,321.12,262.08,73.14,841.79,237.78,42.46,86.5,263.47,111.038,226.81,23.42,326.49,81.64,194.83,205.891727,70.68,268.15,155.83,45.34358315,180.65,140.6,150.98,164.6,133.96,246.25,105.98,162.82,56.7,488.02,104.05,68.11,140.44,32.51,102.08,296.74,477.57,57.61,49.8,235.52,58.29,60.53,138.415,124.46,162.2,406.36,445.96,177.67,489.27,132.74,18.97,51.23661543,275.18,21.74,128.91,60.72,558.27,929.7593444,72.21,121.43,18.37,459.23,816.01,53.03,138.34,35.47,114.41,127.73,50.07,201.015,138.18,351.61,377.52,65.22,88.55,292.99,96.79,106.59,86.19,50.9,64.64,105.88,950.25,34.36,32.38,26.08,40.3,73.27,80.32,70.32,126.1,75.61,206.58,35.52,79.6,117.01,76.05,54.71,36.19,149.67,37.3,41.12,42.34,14.08,64.33,44.2,80.64,27.63,68.77,24.47,78.69,156.96,NULL,409.03,237.84,32.98,74.68,15.5,36.59,80.61,86.67589525,46.36,60.68,615.71,68.45,232.23,794.43,91.42,1186.95,32.28,42.98,60.74,248.16,74.03,142.53,85.78,19.87,17.25,37.04,134.77,174.1,79.51,69.99567539,255.05,233.47,NULL,211.11,61.74,28.36,148.08,247.61,37.33,323.25,60.76,75.493,539.8,146.32,47.45,101.58,145.77,121.43,216.72,90.06,54.36,221.18,74.12,135.62,50.96,37.61,48.64,202.9,136.85,102.15,88.55,289.71,143.91,194.63,214.95,530.5705214,34.03,80.72,169.17,34.01,309.39,61.31,73.4,256.69,349.49,107.62,86.64,153.63,155.56,122.36,118.8,109.57,141.07,143.61,247.14,152.21,427.83,82.03,596.06,236.71,29.44,238.55,51.16,119.36,29.07,33.97,209.78,294.12,152.12,91.14,355.35,139.66,45,3469.21,235.07,11.66,151.69,120.27,419.45,101.27,96.15,1155.15,31.43,45.76,51.42,25.4,85.73,29.75,260.25,94.71,113.16,49.815,36.46,35.79,61.26,107.4,257.11,129.04,90.64,42.6,29.06,356.79,57.45,109.34,18.87313155,68.02,19.46,58.88,40.34,303.56,54.58,26.41,83.09,233.95,150.25,295.85,339.5,253.95,150.49,109.67,50,128,69.69,42.87,38,49.38,278.44,442.6,132.74,134.07,67.12,551.72,105.3207191,201.1
21/12/2023,395.63,85.85,222.86,28.3,9.71,176.81,262.02,27.89,33.96540771,291.39,348.97,142.22,12.64,111.21,48.79,25.74,83.65,66.57,165.18,56.92,51.07,30.418,650.3701674,386.13,92.02,511.03,118.9,139.91,66.56,150.33,185.57,36.33,35.91,52.38,49.4,17.48,265.31,161.39,85.3,470.18,21.22,296.03,75.32,204.46,77.72,6939.98,128.75,223.55,55.65,73.53,42.23,67.38,29.55,354.09,206.6,154.52,NULL,111.01,77.91,31.42,154.33,519.88,128.89,23.18,572,67.29,127.42,218.97,333.45,186.65,37.55,91.51,101.85,34.97,137.88,154.93,220.02,166.81,70.46,70.41,56.73,78.71,158.83,17.46,147.92,167.5,160.39,225.1,174.81,50.57,92.115,46.142,96.9,129.47,383.51,212.45,19.19,92.83,287.02,42.58,242.12,35.96,164.62,200.64,244,71.29,235.72,408.8,117.3552347,30.14,540.3,103.96,139.37,89.55,60.44,75.8,106.59,126.47,700.76,35.07,196.36,89.13,2612.67,139.88,104.45,96.36,17.64,45.85,127.12,10.65,101.24,67.87,214.11,131.92,126.67,222.15,NULL,162.21,132.03,154.84,202.27,306.93,252.43,251.81,621.73,116.83,105.86,376.03,229.25,48.41,80.07,16.49,35.14,56.09,178.09,147.91,275.57,48.99,89.95,130.96,135.88,106.39,82.35,553.02,526.56,12.16315546,77.19,96.44,160.78,229.33,400.63,122.8,166.97,81.56,799.1,254.02,78.62,455.9,234.42,373.54,53.47,38.91,453.94,256.84,119.65,426.3,78.93,294.3,459.22,70.81,57.54,393.34,181,121.67,52.58,131.5,163.24,277.03,196.28,186.82,443.34,196.91,71.25,101.2625111,89.21,123.01,88.4,49.45,47.29,72.58,72.1,103.23,134.33,79.83,59.6,62.1,580.45,163.69,176.62,46.75,123.66,95.71,104.76,56.91,17,243.13,44.49,324.55,274.1,73.14,841.88,242.21,43.31,87.07,268.75,112.729,230.35,23.7,329.62,82.01,194.68,208.5452474,70.93,271.74,156.26,45.63797952,184.79,141.16,152.48,170.04,136.21,247.36,106.89,163.27,56.96,492.48,105.76,68.52,142.44,32.97,102.43,303.16,477.47,57.99,49.7,238.35,58.835,60.91,147.4875,126.37,161.65,409.13,452.71,181.52,491.61,133.21,19.14,51.5999484,279.33,21.84,130.09,60.82,570.95,941.5797639,73.41,122.53,18.85,464.09,824.04,53.85,140.42,36.25,114.6,129.64,50.6,204.605,138.94,358.23,380.57,65.59,90.72,297.14,97.24,106.9,91.16,51.4,65.09,106.59,957.55,34.46,32.91,26.04,40.31,74.36,80.04,71.07,129.14,75.82,207.54,35.94,80.45,118.31,77.01,55.97,36.33,151.77,37.43,41.43,42.81,14.28,64.21,44.02,81.12,28.31,68.87,24.81,85.48,157.16,NULL,412.49,242.11,33.2,78.55,15.07,36.58,81.96,88.256077,47.67,61.46,620.99,69.53,228.99,801.6,91.79,1209.1,32.52,43.73,60.35,253.86,74.16,145.45,87.11,20.95,17.59,37.28,136.04,176.11,79.07,70.51866984,259.17,235.01,NULL,214.28,62.06,28.47,151.01,251.43,38.05,328.79,61.69,77.692,552.61,147.75,47.43,101.23,146.15,121.08,221.84,91.38,55.38,223.28,74.95,135.4,51.26,37.79,49.145,205.05,138.47,102.95,89.88,290.07,144.26,194.66,218.43,531.9941965,34.04,81.21,171.19,34.4,310.55,61.53,74.99,260.49,353.76,111.16,89.07,152.66,156.48,124.23,119.43,112.18,142.09,145.46,254.5,156.1,432.69,81.85,600.14,241.89,29.97,243.4,51.66,119.49,29.6,34.22,211.7,288.19,153.84,92.63,356.14,141.8,45.02,3519.55,235.87,11.49,152.59,120.19,423.44,101.73,96.92,1165.46,31.67,47.08,52.36,26.06,86.43,30.18,267.25,95.33,113.75,49.865,36.64,36.49,61.04,108.48,259.54,129.98,91.4,42.77,29.21,357.63,58.51,109.74,19.32742985,69.05,19.4,59.71,41.12,306.75,54.97,26.39,83.8,237.29,150.71,297.24,348.75,257.32,149.7,111.69,51.08,133.86,69.37,43.9,39.02,50.09,285.68,448.02,134.91,134.29,68.18,559.96,106.4896505,202.7
22/12/2023,396.11,87.27,222.88,28.38,9.68,176.95,260.44,27.75,34.21434796,291.7,348.59,142.3,12.66,112.6,48.92,25.78,84.01,66.93,165.94,57.1,51.38,28.972,656.666974,387.58,91.02,510,119.86,139.6,66.61,149.94,185.8,36.21,35.83,52.66,49.9,17.7,269.41,162.05,85.16,469.13,21.36,297.5,75.71,206.39,77.52,6980.17,127.88,223,55.9,73.53,42.38,67.22,29.7,353.39,205.6,155.31,NULL,111.71,78.5,31.34,155.44,520.31,127.75,23.14,570.39,66.96,128.06,216.18,336.26,187.29,37.05,91.95,101.85,35.14,137.67,155.71,220.77,168.24,71.21,70.48,57.2,78.9,159.21,17.62,145.47,167.4,161.95,226.63,171.4,50.94,93.35,46.087,97.47,128.81,382.09,214.04,18.93,92.94,288.15,42.55,244.37,36.36,167.24,201.7,236.99,71.89,236.23,409.84,115.6152312,30.18,542.85,104.7,140.2,89.4,60.81,76.48,107.63,126.61,697.55,35.26,199.67,89.73,2608.69,140.97,104.01,96.86,17.72,45.81,128.21,10.65,101.33,67.87,214.38,132.2,128.91,224.02,NULL,161.84,133.12,155.46,203.04,311.27,254.1,251.43,617.64,117.66,106.2,376.05,228.95,48.81,80.43,16.55,35.2,57.04,178.99,147.42,275.82,48.83,89.96,132.4,136.42,107.7,82.94,562.28,529.05,12.17301215,77.58,96.06,162.14,229.38,405.25,122.17,167.68,81.73,802.42,256.09,78.76,458.19,234.12,374.58,53.57,38.38,453.2,259.03,120.56,433.45,79.66,296.69,463.13,71.13,57.73,396.82,182.52,121.59,53.08,131.56,163.68,277.42,197.1,187.9,446.49,197.62,70.87,101.0392024,89.68,126.12,89.11,49.18,47.46,72.89,72.07,103.54,136.56,80.45,59.75,62.74,582.65,164.2,178.06,46.8,124.76,96.44,104.33,57.23,17.09,243,44.38,325.99,271.87,73.7,846.72,243.88,43.51,87.47,269.99,112.198,230.36,23.8,332.8,83.23,193.6,209.0720493,71.46,272.84,156.39,45.93237589,185.57,141.86,152.94,170.39,136.52,248.03,107.89,165.08,56.89,496.38,107.71,68.8,143.49,32.86,102.43,357.98,471.36,58.32,50.09,240.09,59.565,61.08,148.81,126.89,162.69,410.74,454.2,181.51,486.76,133.61,19.27,52.21661445,284.16,21.76,132.21,61.14,570.51,947.5468026,73.34,108.04,19.1,466.59,827.85,54.48,141.49,36.02,114.83,129.74,50.86,206.485,139.57,358.38,380.65,65.86,90.42,297.93,97.79,105.91,94.89,51.47,65.34,107.63,952.06,34.63,33.06,26.25,40.36,75.53,80.38,71.04,130.69,76.14,208.49,35.96,80.7,115.33,77.19,56.74,36.23,152.47,37.49,42.06,42.98,14.29,64.51,44,81.64,28.4,69.48,24.94,86.49,158.25,NULL,415,243.58,33.43,76.52,15,36.64,81.92,88.89985475,46.82,61.71,624.07,70.16,230.97,799.68,91.9,1213.8,32.83,43.82,60.65,257.97,75.15,150.09,86.71,20.95,17.41,37.65,136.74,175.53,79.57,70.21438216,261.36,236.2,NULL,215.19,61.84,28.66,153.08,250.95,37.94,329.74,62.85,77.999,554.04,148.75,47.8,101.64,146.56,122.27,222.62,91.85,56.01,224.93,75.83,137.4,52.29,38.02,49.505,205.64,138.98,103.11,90.19,290.36,145.28,194.98,219.79,531.2642753,34.12,81.45,173.97,34.47,309.85,62.06,74.92,261.91,354.93,110.99,89.02,150.87,157.76,125.72,120.21,112.84,140.8,144.43,252.54,156.54,434.84,81.92,598.75,242.76,29.81,242.4,51.94,119.62,29.5,34.23,211.92,291.67,153.42,92.41,356.47,142.72,45.14,3535.7,237.88,11.27,154.94,121.84,424.1,101.91,98.16,1168.88,31.76,48,52.44,26.22,86.08,30.23,266.34,95.28,114.91,50.11,36.59,36.76,61.36,109.03,258.43,130,91.43,43,29.45,353.64,59.27,109.62,19.52495085,69.37,19.7,59.94,41.13,307.78,55.12,26.82,83.84,238.64,151.05,298.09,354.45,255.63,149.105,112.64,51.02,133.99,69.44,44.08,38.99,50,288.19,448.22,135.12,134.06,68.58,524.46,106.9321746,201.6
